subject,count,KDT.1,PPT.1,PRT.1,RPT.1,RRT.1,KDT(n+1).1,FA.1,FA(n+1).1,KDT.2,PPT.2,PRT.2,RPT.2,RRT.2,KDT(n+1).2,FA.2,FA(n+1).2,KDT.3,PPT.3,PRT.3,RPT.3,RRT.3,KDT(n+1).3,FA.3,FA(n+1).3,KDT.4,PPT.4,PRT.4,RPT.4,RRT.4,KDT(n+1).4,FA.4,FA(n+1).4,KDT.5,PPT.5,PRT.5,RPT.5,RRT.5,KDT(n+1).5,FA.5,FA(n+1).5,KDT.6,PPT.6,PRT.6,RPT.6,RRT.6,KDT(n+1).6,FA.6,FA(n+1).6,KDT.7,PPT.7,PRT.7,RPT.7,RRT.7,KDT(n+1).7,FA.7,FA(n+1).7,KDT.8,PPT.8,PRT.8,RPT.8,RRT.8,KDT(n+1).8,FA.8,FA(n+1).8,KDT.9,PPT.9,PRT.9,RPT.9,RRT.9,KDT(n+1).9,FA.9,FA(n+1).9,KDT.10,PPT.10,PRT.10,RPT.10,RRT.10,KDT(n+1).10,FA.10,FA(n+1).10,KDT.11,PPT.11,PRT.11,RPT.11,RRT.11,KDT(n+1).11,FA.11,FA(n+1).11,KDT.12,PPT.12,PRT.12,RPT.12,RRT.12,KDT(n+1).12,FA.12,FA(n+1).12,KDT.13,PPT.13,PRT.13,RPT.13,RRT.13,KDT(n+1).13,FA.13,FA(n+1).13,KDT.14,PPT.14,PRT.14,RPT.14,RRT.14,KDT(n+1).14,FA.14,FA(n+1).14,KDT.15,PPT.15,PRT.15,RPT.15,RRT.15,KDT(n+1).15,FA.15,FA(n+1).15,KDT.16,PPT.16,PRT.16,RPT.16,RRT.16,KDT(n+1).16,FA.16,FA(n+1).16
USER67,4,76572002,465759000,545075000,389186998,545075000,79316000,0.16862746,0.16862746,79316000,1044277999,1136923001,964961999,1136923001,92645002,0.16862746,0.16470589,92645002,404481002,484358002,311836000,484358002,79877000,0.16470589,0.16078432,79877000,577027000,656505000,497150000,656505000,79478000,0.16078432,0.16470589,79478000,221014000,284085000,141536000,284085000,63071000,0.16470589,0.16078432,63071000,220336000,299838000,157265000,299838000,79502000,0.16078432,0.16470589,79502000,236451000,316124000,156949000,316124000,79673000,0.16470589,0.17254902,79673000,499755000,595631000,420082000,595631000,95876000,0.17254902,0.18039216,95876000,330048000,393222000,234172000,393222000,63174000,0.18039216,0.16078432,63174000,920017999,1012797000,856843999,1012797000,92779001,0.16078432,0.16078432,92779001,373530001,436888001,280751000,436888001,63358000,0.16078432,0.16862746,63358000,579247000,656034001,515889000,656034001,76787001,0.16862746,0.16862746,76787001,326676000,389602000,249888999,389602000,62926000,0.16862746,0.16862746,62926000,609595000,686598000,546669000,686598000,77003000,0.16862746,0.17254902,77003000,218080000,281339000,141077000,281339000,63259000,0.17254902,0.16862746,63259000,703082000,763026000,639823000,763026000,59944000,0.16862746,0.16078432
USER67,5,60380995,325759995,388893995,265379000,388893995,63134000,0.16470589,0.1764706,63134000,529738000,609233000,466604000,609233000,79495000,0.1764706,0.15686275,79495000,935398996,996165001,855903996,996165001,60766005,0.15686275,0.16470589,60766005,511834004,575057004,451067999,575057004,63223000,0.16470589,0.16862746,63223000,204571000,283972000,141348000,283972000,79401000,0.16862746,0.16470589,79401000,221047000,284192000,141646000,284192000,63145000,0.16470589,0.16470589,63145000,220194000,299639000,157049000,299639000,79445000,0.16470589,0.16862746,79445000,484005000,579665000,404560000,579665000,95660000,0.16862746,0.18039216,95660000,345561000,408719000,249901000,408719000,63158000,0.18039216,0.15686275,63158000,888754000,948946000,825596000,948946000,60192000,0.15686275,0.15294118,60192000,371868000,434993000,311676000,434993000,63125000,0.15294118,0.14901961,63125000,718129999,795228001,655004999,795228001,77098002,0.14901961,0.16470589,77098002,326944000,406180000,249845998,406180000,79236000,0.16470589,0.17254902,79236000,1214337000,1290906000,1135101000,1290906000,76569000,0.17254902,0.1764706,76569000,233564000,312992000,156995000,312992000,79428000,0.1764706,0.16078432,79428000,688248001,748485001,608820001,748485001,60237000,0.16078432,0.15294118
USER67,6,76584000,527920000,607164000,451336000,607164000,79244000,0.16862746,0.16862746,79244000,982289000,1058748000,903045000,1058748000,76459000,0.16862746,0.16078432,76459000,403604000,483176000,327145000,483176000,79572000,0.16078432,0.16862746,79572000,576963000,656375000,497391000,656375000,79412000,0.16862746,0.16862746,79412000,220841000,283983000,141429000,283983000,63142000,0.16862746,0.15686275,63142000,220106000,299730000,156964000,299730000,79624000,0.15686275,0.16078432,79624000,236433000,315798000,156809000,315798000,79365000,0.16078432,0.16862746,79365000,545978000,641601000,466613000,641601000,95623000,0.16862746,0.1764706,95623000,315200000,378044000,219577000,378044000,62844000,0.1764706,0.15686275,62844000,950025002,1026864000,887181002,1026864000,76838998,0.15686275,0.16078432,76838998,419526998,482917998,342688000,482917998,63391000,0.16078432,0.16470589,63391000,610514000,687079000,547123000,687079000,76565000,0.16470589,0.16862746,76565000,279953000,359918000,203388000,359918000,79965000,0.16862746,0.17254902,79965000,298544000,378295000,218579000,378295000,79751000,0.17254902,0.17254902,79751000,236475000,315776000,156724000,315776000,79301000,0.17254902,0.17254902,79301000,858312999,918758999,779011999,918758999,60446000,0.17254902,0.16862746
USER67,7,76810999,342092998,421778998,265281999,421778998,79686000,0.16862746,0.16078432,79686000,437859000,517406000,358173000,517406000,79547000,0.16078432,0.16470589,79547000,375865999,455376999,296318999,455376999,79511000,0.16470589,0.15686275,79511000,610600000,687372000,531089000,687372000,76772000,0.15686275,0.17254902,76772000,218134000,281276000,141362000,281276000,63142000,0.17254902,0.16078432,63142000,235576000,298671000,172434000,298671000,63095000,0.16078432,0.16470589,63095000,235422000,298589000,172327000,298589000,63167000,0.16470589,0.16470589,63167000,594339000,687647000,531172000,687647000,93308000,0.16470589,0.18431373,93308000,312233000,391663000,218925000,391663000,79430000,0.18431373,0.16862746,79430000,1013112001,1122325001,933682001,1122325001,109213000,0.16862746,0.16862746,109213000,359166000,438753000,249953000,438753000,79587000,0.16862746,0.16862746,79587000,406749000,502539000,327162000,502539000,95790000,0.16862746,0.16862746,95790000,330319000,409933000,234529000,409933000,79614000,0.16862746,0.16862746,79614000,344842000,424341000,265228000,424341000,79499000,0.16862746,0.1764706,79499000,251729001,314809001,172230001,314809001,63080000,0.1764706,0.1764706,63080000,811152999,871494999,748072999,871494999,60342000,0.1764706,0.16078432
USER67,8,76762000,326506000,406075000,249744000,406075000,79569000,0.16470589,0.17254902,79569000,641603000,718580000,562034000,718580000,76977000,0.17254902,0.16862746,76977000,388754000,467948000,311777000,467948000,79194000,0.16862746,0.15686275,79194000,422045000,485125000,342851000,485125000,63080000,0.15686275,0.1764706,63080000,204533000,284001000,141453000,284001000,79468000,0.1764706,0.16470589,79468000,205500000,285429000,126032000,285429000,79929000,0.16470589,0.16470589,79929000,236981000,316461000,157052000,316461000,79480000,0.16470589,0.17254902,79480000,484469000,580302000,404989000,580302000,95833000,0.17254902,0.18039216,95833000,314443000,377571000,218610000,377571000,63128000,0.18039216,0.15686275,63128000,1073984000,1167197000,1010856000,1167197000,93213000,0.15686275,0.16078432,93213000,312175000,424229000,218962000,424229000,112054000,0.16078432,0.16470589,112054000,782511000,859388000,670457000,859388000,76877000,0.16470589,0.16078432,76877000,886952000,947156000,810075000,947156000,60204000,0.16078432,0.16862746,60204000,464894999,528185999,404690999,528185999,63291000,0.16862746,0.16862746,63291000,251088000,297890000,187797000,297890000,46802000,0.16862746,0.16470589,46802000,763660000,807828000,716858000,807828000,44168000,0.16470589,0.15686275
USER67,9,76612000,558616000,654313000,482004000,654313000,95697000,0.17254902,0.18039216,95697000,998568001,1091815001,902871001,1091815001,93247000,0.18039216,0.16470589,93247000,435908999,531964999,342661999,531964999,96056000,0.16470589,0.16862746,96056000,657926000,767555000,561870000,767555000,109629000,0.16862746,0.17254902,109629000,251374000,330837000,141745000,330837000,79463000,0.17254902,0.17254902,79463000,236447000,332104000,156984000,332104000,95657000,0.17254902,0.16862746,95657000,237222000,349262000,141565000,349262000,112040000,0.16862746,0.16470589,112040000,532349000,628135000,420309000,628135000,95786000,0.16470589,0.1764706,95786000,531506000,610857000,435720000,610857000,79351000,0.1764706,0.16470589,79351000,1663291999,1772304999,1583940999,1772304999,109013000,0.16470589,0.16470589,109013000,405383000,501028000,296370000,501028000,95645000,0.16470589,0.17254902,95645000,376681000,472517000,281036000,472517000,95836000,0.17254902,0.16470589,95836000,438505000,517917000,342669000,517917000,79412000,0.16470589,0.16862746,79412000,391131000,486858000,311719000,486858000,95727000,0.16862746,0.1764706,95727000,252660000,315831000,156933000,315831000,63171000,0.1764706,0.17254902,63171000,965702002,1010101002,902531002,1010101002,44399000,0.17254902,0.15686275
USER67,10,76757000,465871998,528989998,389114998,528989998,63118000,0.16862746,0.17254902,63118000,421222000,500737000,358104000,500737000,79515000,0.17254902,0.16862746,79515000,375887000,438944000,296372000,438944000,63057000,0.16862746,0.16862746,63057000,625130000,702128000,562073000,702128000,76998000,0.16862746,0.1764706,76998000,233837000,313178000,156839000,313178000,79341000,0.1764706,0.16862746,79341000,220986000,300475000,141645000,300475000,79489000,0.16862746,0.17254902,79489000,267547000,330723000,188058000,330723000,63176000,0.17254902,0.17254902,63176000,560678000,640254000,497502000,640254000,79576000,0.17254902,0.1764706,79576000,329596000,409004000,250020000,409004000,79408000,0.1764706,0.16862746,79408000,842757000,935889000,763349000,935889000,93132000,0.16862746,0.17254902,93132000,327675000,407182000,234543000,407182000,79507000,0.17254902,0.18039216,79507000,484160000,563717000,404653000,563717000,79557000,0.18039216,0.17254902,79557000,298596000,361785000,219039000,361785000,63189000,0.17254902,0.16078432,63189000,313214000,392668000,250025000,392668000,79454000,0.16078432,0.17254902,79454000,220797000,283920000,141343000,283920000,63123000,0.17254902,0.16078432,63123000,1136055000,1196885002,1072932000,1196885002,60830002,0.16078432,0.16862746
USER68,1,92951001,373826001,453262001,280875000,453262001,79436000,0.14509805,0.13333334,79436000,641368000,734283000,561932000,734283000,92915000,0.13333334,0.1254902,92915000,655036000,813491998,562121000,813491998,158455998,0.1254902,0.13333334,158455998,439388999,518951000,280933001,518951000,79562001,0.13333334,0.14117648,79562001,375679002,488061001,296117001,488061001,112381999,0.14117648,0.13333334,112381999,501473000,613657998,389091001,613657998,112184998,0.13333334,0.13333334,112184998,594512999,706143000,482328001,706143000,111630001,0.13333334,0.12941177,111630001,704491000,797462000,592860999,797462000,92971000,0.12941177,0.14901961,92971000,436040000,515435000,343069000,515435000,79395000,0.14901961,0.14117648,79395000,749912000,859281000,670517000,859281000,109369000,0.14117648,0.121568635,109369000,810747995,919799000,701378995,919799000,109051005,0.121568635,0.14509805,109051005,451956005,580165005,342905000,580165005,128209000,0.14509805,0.12941177,128209000,517502001,613339000,389293001,613339000,95836999,0.12941177,0.14117648,95836999,500372000,579539998,404535001,579539998,79167998,0.14117648,0.13725491,79167998,437574999,533328998,358407001,533328998,95753999,0.13725491,0.14901961,95753999,1106562000,1183464000,1010808001,1183464000,76902000,0.14901961,0.10196079
USER68,2,76739000,434724001,530537000,357985001,530537000,95812999,0.14117648,0.13725491,95812999,438756000,534310999,342943001,534310999,95554999,0.13725491,0.13725491,95554999,453896999,565868999,358342000,565868999,111972000,0.13725491,0.14117648,111972000,470096000,549352000,358124000,549352000,79256000,0.14117648,0.14117648,79256000,406477001,485981000,327221001,485981000,79503999,0.14117648,0.13333334,79503999,422277998,534218998,342773999,534218998,111941000,0.13333334,0.13725491,111941000,516698002,595991001,404757002,595991001,79292999,0.13725491,0.13333334,79292999,360048999,439560999,280756000,439560999,79512000,0.13333334,0.14901961,79512000,422300000,501526000,342788000,501526000,79226000,0.14901961,0.12941177,79226000,344448000,423745999,265222000,423745999,79297999,0.12941177,0.14509805,79297999,313744000,425864999,234446001,425864999,112120999,0.14509805,0.14117648,112120999,330978000,459307001,218857001,459307001,128329001,0.14117648,0.14509805,128329001,362865000,458361000,234535999,458361000,95496000,0.14509805,0.14117648,95496000,298888000,395013000,203392000,395013000,96125000,0.14117648,0.13725491,96125000,361326000,440804999,265201000,440804999,79478999,0.13725491,0.14509805,79478999,843875000,935708001,764396001,935708001,91833001,0.14509805,0.13333334
USER68,3,93206003,296567002,375783002,203360999,375783002,79216000,0.14509805,0.14901961,79216000,422051000,517714001,342835000,517714001,95663001,0.14901961,0.1254902,95663001,453844001,582167000,358181000,582167000,128322999,0.1254902,0.14117648,128322999,393599999,489339000,265277000,489339000,95739001,0.14117648,0.14117648,95739001,330260000,425699001,234520999,425699001,95439001,0.14117648,0.12941177,95439001,376427001,455870999,280988000,455870999,79443998,0.12941177,0.13333334,79443998,514945999,594518999,435502001,594518999,79573000,0.13333334,0.13725491,79573000,360293999,439692999,280720999,439692999,79399000,0.13725491,0.14901961,79399000,298221001,377496000,218822001,377496000,79274999,0.14901961,0.13333334,79274999,406484999,485815001,327210000,485815001,79330002,0.13333334,0.12941177,79330002,267275000,379363001,187944998,379363001,112088001,0.12941177,0.13333334,112088001,299947001,395584001,187859000,395584001,95637000,0.13333334,0.13725491,95637000,314689000,393959001,219052000,393959001,79270001,0.13725491,0.13333334,79270001,236370000,315825000,157099999,315825000,79455000,0.13333334,0.15294118,79455000,267422000,346758999,187967000,346758999,79336999,0.15294118,0.14509805,79336999,981823000,1074737001,902486001,1074737001,92914001,0.14509805,0.13725491
USER68,4,92566999,280522999,376127999,187956000,376127999,95605000,0.15294118,0.13725491,95605000,377034999,472103999,281429999,472103999,95069000,0.13725491,0.13333334,95069000,593006001,704927001,497937001,704927001,111921000,0.13333334,0.12941177,111921000,361663000,408563000,249742000,408563000,46900000,0.12941177,0.1254902,46900000,265754000,361281999,218854000,361281999,95527999,0.1254902,0.13333334,95527999,314327000,393824000,218799001,393824000,79497000,0.13333334,0.12941177,79497000,298332000,377792000,218835000,377792000,79460000,0.12941177,0.13333334,79460000,576899000,672436000,497439000,672436000,95537000,0.13333334,0.14117648,95537000,267871999,331016000,172334999,331016000,63144001,0.14117648,0.13725491,63144001,343884001,439218002,280740000,439218002,95334001,0.13725491,0.13725491,95334001,299233001,394656999,203899000,394656999,95423998,0.13725491,0.13725491,95423998,237111999,348969999,141688001,348969999,111858000,0.13725491,0.1254902,111858000,268746000,348197000,156888000,348197000,79451000,0.1254902,0.14117648,79451000,267381000,346641000,187930000,346641000,79260000,0.14117648,0.12941177,79260000,251885001,331291001,172625001,331291001,79406000,0.12941177,0.14117648,79406000,889266998,982101999,809860998,982101999,92835001,0.14117648,0.12941177
USER68,5,76851003,249173002,328512003,172321999,328512003,79339001,0.13725491,0.13333334,79339001,344686000,440472000,265346999,440472000,95786000,0.13333334,0.12941177,95786000,438410000,534371000,342624000,534371000,95961000,0.12941177,0.12941177,95961000,1556045000,1599731000,1460084000,1599731000,43686000,0.12941177,0.1137255,43686000,216366001,279541000,172680001,279541000,63174999,0.1137255,0.1254902,63174999,266506999,329630999,203332000,329630999,63124000,0.1254902,0.13333334,63124000,297399999,376936000,234275999,376936000,79536001,0.13333334,0.13333334,79536001,282870001,345906001,203334000,345906001,63036000,0.13333334,0.12941177,63036000,266321001,329398000,203285001,329398000,63076999,0.12941177,0.1254902,63076999,312994999,376024999,249918000,376024999,63030000,0.1254902,0.1254902,63030000,266268000,345618001,203238000,345618001,79350001,0.1254902,0.13333334,79350001,251746001,331395000,172396000,331395000,79648999,0.13333334,0.12941177,79648999,252093000,331339999,172444001,331339999,79246999,0.12941177,0.13725491,79246999,236202000,315665000,156955001,315665000,79463000,0.13725491,0.13725491,79463000,251695998,330997000,172232998,330997000,79301002,0.13725491,0.13725491,79301002,1059896001,1119945002,980594999,1119945002,60049001,0.13725491,0.1254902
USER68,6,76641001,249118002,328472002,172477001,328472002,79354000,0.14117648,0.14117648,79354000,360265000,439384999,280911000,439384999,79119999,0.14117648,0.12941177,79119999,437783999,516647999,358664000,516647999,78864000,0.12941177,0.1254902,78864000,827070997,903508000,748206997,903508000,76437003,0.1254902,0.13333334,76437003,248707002,311990003,172269999,311990003,63283001,0.13333334,0.121568635,63283001,313073001,376218001,249790000,376218001,63145000,0.121568635,0.12941177,63145000,266462000,329754999,203317000,329754999,63292999,0.12941177,0.11764707,63292999,297677000,376883001,234384001,376883001,79206001,0.11764707,0.14509805,79206001,282466000,345512000,203259999,345512000,63046000,0.14509805,0.1137255,63046000,297622001,360326000,234576001,360326000,62703999,0.1137255,0.121568635,62703999,281520998,360917998,218816999,360917998,79397000,0.121568635,0.12941177,79397000,254607000,347704001,175210000,347704001,93097001,0.12941177,0.13333334,93097001,296419001,375914001,203322000,375914001,79495000,0.13333334,0.14509805,79495000,313856000,376767001,234361000,376767001,62911001,0.14509805,0.121568635,62911001,281656999,361306001,218745998,361306001,79649002,0.121568635,0.14901961,79649002,781006001,874052001,701356999,874052001,93046000,0.14901961,0.11764707
USER68,7,92952001,265480002,345169001,172528001,345169001,79688999,0.13333334,0.12941177,79688999,360205000,439605000,280516001,439605000,79400000,0.12941177,0.12941177,79400000,390970000,470523999,311570000,470523999,79553999,0.12941177,0.121568635,79553999,282976999,345995999,203423000,345995999,63019000,0.121568635,0.1254902,63019000,250723000,330015000,187704000,330015000,79292000,0.1254902,0.13333334,79292000,251811000,347345000,172519000,347345000,95534000,0.13333334,0.13725491,95534000,283596001,363099000,188062001,363099000,79502999,0.13725491,0.13333334,79502999,267175999,346378998,187673000,346378998,79202999,0.13333334,0.1254902,79202999,267125000,330395000,187922001,330395000,63270000,0.1254902,0.12941177,63270000,343903000,423441000,280633000,423441000,79538000,0.12941177,0.13333334,79538000,282812000,378400000,203274000,378400000,95588000,0.13333334,0.14117648,95588000,237431000,349033001,141843000,349033001,111602001,0.14117648,0.1254902,111602001,253149000,348791000,141546999,348791000,95642000,0.1254902,0.14117648,95642000,252550000,332155000,156908000,332155000,79605000,0.14117648,0.14509805,79605000,267570001,346826000,187965001,346826000,79255999,0.14509805,0.14509805,79255999,780813998,841213999,701557999,841213999,60400001,0.14509805,0.121568635
USER68,8,60493001,248360000,311421001,187866999,311421001,63061001,0.13333334,0.13333334,63061001,405731000,485282000,342669999,485282000,79551000,0.13333334,0.1254902,79551000,422662000,501899000,343111000,501899000,79237000,0.1254902,0.1254902,79237000,1291398996,1351804001,1212161996,1351804001,60405005,0.1254902,0.13725491,60405005,201736005,264867005,141331000,264867005,63131000,0.13725491,0.13333334,63131000,250945000,314469001,187814000,314469001,63524001,0.13333334,0.14117648,63524001,251103000,314238001,187578999,314238001,63135001,0.14117648,0.13725491,63135001,250963000,314232001,187827999,314232001,63269001,0.13725491,0.14117648,63269001,219940000,283128001,156670999,283128001,63188001,0.14117648,0.12941177,63188001,297377001,360595000,234189000,360595000,63217999,0.12941177,0.13725491,63217999,266583000,329422999,203365001,329422999,62839999,0.13725491,0.13333334,62839999,204400999,283632999,141561000,283632999,79232000,0.13333334,0.13333334,79232000,205241001,300840000,126009001,300840000,95598999,0.13333334,0.13725491,95598999,252465999,315513999,156867000,315513999,63048000,0.13725491,0.1254902,63048000,204548000,284273000,141500000,284273000,79725000,0.1254902,0.14509805,79725000,611005000,687519000,531280000,687519000,76514000,0.14509805,0.13333334
USER68,9,60712001,684541000,777662000,623828999,777662000,93121000,0.13725491,0.13725491,93121000,544238001,607282001,451117001,607282001,63044000,0.13725491,0.1254902,63044000,343806000,439683000,280762000,439683000,95877000,0.1254902,0.13333334,95877000,283535000,346783999,187658000,346783999,63248999,0.13333334,0.12941177,63248999,235657000,298808000,172408001,298808000,63151000,0.12941177,0.13725491,63151000,251065000,330154000,187914000,330154000,79089000,0.13725491,0.12941177,79089000,267050000,330146001,187961000,330146001,63096001,0.12941177,0.13333334,63096001,266697000,329587001,203600999,329587001,62890001,0.13333334,0.14117648,62890001,235317000,298439000,172426999,298439000,63122000,0.14117648,0.13725491,63122000,297266000,360331001,234144000,360331001,63065001,0.13725491,0.13725491,63065001,235421001,314979000,172356000,314979000,79557999,0.13725491,0.13333334,79557999,221336000,284432999,141778001,284432999,63096999,0.13333334,0.121568635,63096999,251055000,330339999,187958001,330339999,79284999,0.121568635,0.121568635,79284999,220721999,300092999,141437000,300092999,79371000,0.121568635,0.14509805,79371000,236255000,315649001,156884000,315649001,79394001,0.14509805,0.14509805,79394001,873798999,950566001,794404998,950566001,76767002,0.14509805,0.1254902
USER68,10,76363001,264215001,343535001,187852000,343535001,79320000,0.13333334,0.13333334,79320000,626364000,686533001,547044000,686533001,60169001,0.13333334,0.13333334,60169001,309980000,389476000,249810999,389476000,79496000,0.13333334,0.1254902,79496000,406539999,469922999,327043999,469922999,63383000,0.1254902,0.1254902,63383000,220158001,299401001,156775001,299401001,79243000,0.1254902,0.13725491,79243000,282699000,345591001,203456000,345591001,62892001,0.13725491,0.1254902,62892001,281682000,361276000,218789999,361276000,79594000,0.1254902,0.14117648,79594000,750409000,826837000,670815000,826837000,76428000,0.14117648,0.13725491,76428000,217768000,297235999,141340000,297235999,79467999,0.13725491,0.1254902,79467999,267318999,346618000,187851000,346618000,79299001,0.1254902,0.13333334,79299001,236301001,299449001,157002000,299449001,63148000,0.13333334,0.14117648,63148000,188983000,268447999,125835000,268447999,79464999,0.14117648,0.11764707,79464999,190105001,285858999,110640002,285858999,95753998,0.11764707,0.13725491,95753998,252446999,315499998,156693001,315499998,63052999,0.13725491,0.12941177,63052999,173559000,253146000,110506001,253146000,79587000,0.12941177,0.14509805,79587000,672605999,733055001,593018999,733055001,60449002,0.14509805,0.12941177
USER69,1,76854000,466807999,530300999,389953999,530300999,63493000,0.14509805,0.13725491,63493000,560907000,656854000,497414000,656854000,95947000,0.13725491,0.13333334,95947000,5043327000,5104030000,4947380000,5104030000,60703000,0.13333334,0.1254902,60703000,1613249996,1706379001,1552546996,1706379001,93129005,0.1254902,0.14509805,93129005,359146005,455052005,266017000,455052005,95906000,0.14509805,0.13725491,95906000,407574000,520015000,311668000,520015000,112441000,0.13725491,0.14509805,112441000,392809000,472113000,280368000,472113000,79304000,0.14509805,0.14509805,79304000,967720000,1027699000,888416000,1027699000,59979000,0.14509805,0.14117648,59979000,356143000,451936000,296164000,451936000,95793000,0.14117648,0.13725491,95793000,1122247000,1182565000,1026454000,1182565000,60318000,0.13725491,0.14117648,60318000,372176001,484474000,311858001,484474000,112297999,0.14117648,0.16078432,112297999,563454999,707928999,451157000,707928999,144474000,0.16078432,0.16078432,144474000,626857000,788252000,482383000,788252000,161395000,0.16078432,0.15294118,161395000,550439000,646056000,389044000,646056000,95617000,0.15294118,0.15294118,95617000,392013000,487652000,296396000,487652000,95639000,0.15294118,0.15294118,95639000,844429001,953805001,748790001,953805001,109376000,0.15294118,0.16078432
USER69,2,60081000,1887160999,1980411999,1827079999,1980411999,93251000,0.1137255,0.14509805,93251000,717185999,826673999,623934999,826673999,109488000,0.14509805,0.14117648,109488000,591616000,703792000,482128000,703792000,112176000,0.14117648,0.15294118,112176000,1216945001,1325687001,1104769001,1325687001,108742000,0.15294118,0.13725491,108742000,312032000,457041000,203290000,457041000,145009000,0.13725491,0.13725491,145009000,488678000,617002000,343669000,617002000,128324000,0.13725491,0.13725491,128324000,409121000,521070000,280797000,521070000,111949000,0.13725491,0.14509805,111949000,594100000,705921000,482151000,705921000,111821000,0.14509805,0.15294118,111821000,547189000,708378000,435368000,708378000,161189000,0.15294118,0.13725491,161189000,1498155998,1591005000,1336966998,1591005000,92849002,0.13725491,0.14901961,92849002,404698002,533151002,311849000,533151002,128453000,0.14901961,0.15294118,128453000,424745000,585773000,296292000,585773000,161028000,0.15294118,0.14901961,161028000,754201001,863571001,593173001,863571001,109370000,0.14901961,0.14901961,109370000,390206000,551451000,280836000,551451000,161245000,0.14901961,0.16470589,161245000,674434000,770219000,513189000,770219000,95785000,0.16470589,0.15686275,95785000,906793998,998963999,811008998,998963999,92170001,0.15686275,0.16078432
USER69,3,108814000,656653000,765223000,547839000,765223000,108570000,0.13725491,0.14509805,108570000,1042822999,1135116000,934252999,1135116000,92293001,0.14509805,0.13333334,92293001,654382001,763976001,562089000,763976001,109594000,0.13333334,0.14901961,109594000,656353000,765642000,546759000,765642000,109289000,0.14901961,0.14509805,109289000,405712000,534135000,296423000,534135000,128423000,0.14509805,0.15686275,128423000,486651000,631493000,358228000,631493000,144842000,0.15686275,0.14901961,144842000,441046000,569346000,296204000,569346000,128300000,0.14901961,0.15686275,128300000,768622999,877293000,640322999,877293000,108670001,0.15686275,0.15294118,108670001,1150666999,1259841001,1041996998,1259841001,109174002,0.15294118,0.14117648,109174002,2359854002,2452146002,2250680000,2452146002,92292000,0.14117648,0.15294118,92292000,496966000,609103000,404674000,609103000,112137000,0.15294118,0.15294118,112137000,628104000,770030000,515967000,770030000,141926000,0.15294118,0.15294118,141926000,376412000,505317000,234486000,505317000,128905000,0.15294118,0.15686275,128905000,440593000,568835000,311688000,568835000,128242000,0.15686275,0.16470589,128242000,564268000,676211000,436026000,676211000,111943000,0.16470589,0.15294118,111943000,767585000,893282000,655642000,893282000,125697000,0.15294118,0.14901961
USER69,4,92712005,1010645002,1120259005,917932997,1120259005,109614003,0.14117648,0.15686275,109614003,749505003,842252003,639891000,842252003,92747000,0.15686275,0.14117648,92747000,918772000,1027564000,826025000,1027564000,108792000,0.14117648,0.15686275,108792000,718456000,827254000,609664000,827254000,108798000,0.15686275,0.15686275,108798000,374674000,486042000,265876000,486042000,111368000,0.15686275,0.15294118,111368000,624394000,752715000,513026000,752715000,128321000,0.15294118,0.15294118,128321000,409326000,505312000,281005000,505312000,95986000,0.15294118,0.16470589,95986000,577801000,690182000,481815000,690182000,112381000,0.16470589,0.15686275,112381000,470324000,582517000,357943000,582517000,112193000,0.15686275,0.15294118,112193000,548107000,676368000,435914000,676368000,128261000,0.15294118,0.16078432,128261000,675306000,833302000,547045000,833302000,157996000,0.16078432,0.15294118,157996000,578308000,772746001,420312000,772746001,194438001,0.15294118,0.14509805,194438001,4488799998,4630812000,4294361997,4630812000,142012002,0.14509805,0.14117648,142012002,843211000,968999003,701198998,968999003,125788003,0.14117648,0.14901961,125788003,796631001,905745001,670842998,905745001,109114000,0.14901961,0.15686275,109114000,841714001,934839002,732600001,934839002,93125001,0.15686275,0.15686275
USER69,5,92611001,717113001,826160001,624502000,826160001,109047000,0.15294118,0.15294118,109047000,624727000,734600000,515680000,734600000,109873000,0.15294118,0.15294118,109873000,1012559000,1122107000,902686000,1122107000,109548000,0.15294118,0.15294118,109548000,545215000,657301000,435667000,657301000,112086000,0.15294118,0.14901961,112086000,361918000,490601000,249832000,490601000,128683000,0.14901961,0.15686275,128683000,595569000,739892000,466886000,739892000,144323000,0.15686275,0.15686275,144323000,456112000,584752000,311789000,584752000,128640000,0.15686275,0.16470589,128640000,533374000,678152000,404734000,678152000,144778000,0.16470589,0.16862746,144778000,986180997,1111871000,841402997,1111871000,125690003,0.16862746,0.14509805,125690003,672393003,781731003,546703000,781731003,109338000,0.14509805,0.15686275,109338000,328326000,489418000,218988000,489418000,161092000,0.15686275,0.15294118,161092000,442169000,635771000,281077000,635771000,193602000,0.15294118,0.14509805,193602000,880273000,1005964000,686671000,1005964000,125691000,0.14509805,0.15686275,125691000,328608000,456771000,202917000,456771000,128163000,0.15686275,0.15686275,128163000,331860000,427497000,203697000,427497000,95637000,0.15686275,0.17254902,95637000,720217000,845519000,624580000,845519000,125302000,0.17254902,0.16470589
