subject,holdtime1,downdown1,updown1,pressure1,fingerarea1,holdtime2,downdown2,updown2,pressure2,fingerarea2,holdtime3,downdown3,updown3,pressure3,fingerarea3,holdtime4,downdown4,updown4,pressure4,fingerarea4,holdtime5,downdown5,updown5,pressure5,fingerarea5,holdtime6,downdown6,updown6,pressure6,fingerarea6,holdtime7,downdown7,updown7,pressure7,fingerarea7,holdtime8,downdown8,updown8,pressure8,fingerarea8,holdtime9,downdown9,updown9,pressure9,fingerarea9,holdtime10,downdown10,updown10,pressure10,fingerarea10,holdtime11,downdown11,updown11,pressure11,fingerarea11,holdtime12,downdown12,updown12,pressure12,fingerarea12,holdtime13,pressure13,fingerarea13,meanholdtime,meanpressure,meanfingerarea,meanxaccelaration,meanyaccelaration,meanzaccelaration,velocity,totaltime,totaldistance
1105,132,345,213,0.1296,0.258065,110,174,64,0.2496,0.451613,94,634,540,0.3648,0.419355,86,160,74,0.36,0.387097,109,279,170,0.1872,0.354839,86,3608,3522,0.264,0.387097,109,747,638,0.1536,0.290323,141,930,789,0.2208,0.322581,113,536,423,0.3696,0.419355,140,259,119,0.1824,0.258065,117,198,81,0.216,0.354839,83,402,319,0.1344,0.225806,121,0.24,0.354839,110.846154,0.236308,0.344913,-0.982923,7.046861,6.723402,1.00792,8393,343.640539
1105,109,360,251,0.2112,0.322581,102,1094,992,0.264,0.387097,77,569,492,0.2544,0.322581,111,230,119,0.3792,0.419355,127,350,223,0.1968,0.322581,104,206,102,0.288,0.451613,112,648,536,0.2496,0.354839,109,901,792,0.2544,0.387097,93,501,408,0.3168,0.451613,126,278,152,0.2544,0.290323,110,218,108,0.2496,0.290323,100,372,272,0.1632,0.258065,103,0.4608,0.548387,106.384615,0.272492,0.369727,-1.013081,7.281654,6.473392,1.064055,5830,325.873968
1105,91,375,284,0.1056,0.193548,94,186,92,0.1536,0.290323,69,475,406,0.2256,0.258065,69,189,120,0.1968,0.387097,125,231,106,0.2448,0.387097,110,306,196,0.408,0.516129,118,512,394,0.2688,0.290323,149,1135,986,0.216,0.258065,120,662,542,0.3072,0.354839,133,568,435,0.2112,0.322581,86,195,109,0.264,0.290323,77,353,276,0.1104,0.258065,112,0.24,0.354839,104.076923,0.227077,0.320099,-0.993329,7.366222,6.3763,1.00817,5299,339.948864
1105,101,462,361,0.2304,0.290323,85,159,74,0.2496,0.322581,69,493,424,0.2256,0.322581,104,205,101,0.2304,0.354839,101,202,101,0.1536,0.258065,103,266,163,0.3744,0.483871,101,532,431,0.264,0.354839,117,1036,919,0.2256,0.354839,69,370,301,0.216,0.322581,125,327,202,0.2784,0.354839,69,161,92,0.1728,0.322581,92,777,685,0.1152,0.193548,134,0.2256,0.322581,97.692308,0.227815,0.327543,-1.058134,7.373048,6.356249,1.124196,5124,329.601324
1105,100,410,310,0.1392,0.258065,117,999,882,0.2256,0.322581,116,630,514,0.2016,0.354839,62,182,120,0.1776,0.258065,93,186,93,0.2592,0.354839,95,278,183,0.3552,0.387097,101,554,453,0.2784,0.322581,101,887,786,0.1872,0.322581,86,346,260,0.3552,0.354839,125,277,152,0.2832,0.322581,86,206,120,0.1776,0.322581,101,715,614,0.1584,0.225806,111,0.3072,0.387097,99.538462,0.238892,0.322581,-1.214954,7.503417,6.186594,1.082382,5781,322.200082
1105,122,366,244,0.1344,0.290323,94,172,78,0.1872,0.387097,94,973,879,0.2832,0.290323,70,194,124,0.2064,0.322581,102,243,141,0.1776,0.354839,96,214,118,0.3504,0.419355,144,649,505,0.1584,0.290323,130,952,822,0.1152,0.225806,110,470,360,0.2208,0.322581,116,252,136,0.2112,0.258065,93,184,91,0.2208,0.322581,107,395,288,0.12,0.225806,143,0.216,0.419355,109.307692,0.200123,0.317618,-1.179731,7.466537,6.214864,1.147565,5207,321.511231
1105,133,346,213,0.2016,0.225806,45,145,100,0.1536,0.290323,45,589,544,0.1632,0.290323,79,171,92,0.312,0.451613,116,171,55,0.288,0.322581,128,291,163,0.36,0.483871,86,670,584,0.2256,0.290323,125,657,532,0.1248,0.290323,102,311,209,0.3024,0.451613,116,262,146,0.2016,0.290323,69,195,126,0.1248,0.225806,54,497,443,0.12,0.258065,79,0.24,0.677419,90.538462,0.216738,0.349876,-1.637553,7.441628,6.122469,1.203216,4384,334.915857
1105,133,645,512,0.1872,0.258065,86,788,702,0.216,0.258065,78,725,647,0.2496,0.354839,103,153,50,0.3216,0.419355,87,189,102,0.2928,0.354839,104,392,288,0.3216,0.451613,104,518,414,0.2256,0.290323,93,606,513,0.1584,0.322581,70,272,202,0.3264,0.354839,125,189,64,0.1968,0.322581,94,190,96,0.2256,0.258065,91,355,264,0.1488,0.258065,103,0.2832,0.419355,97.769231,0.242585,0.332506,-1.377046,7.434675,6.207152,1.211902,5125,337.538961
1105,115,479,364,0.168,0.225806,84,203,119,0.192,0.516129,54,549,495,0.216,0.322581,68,170,102,0.3168,0.387097,136,260,124,0.2256,0.290323,109,217,108,0.2256,0.354839,110,425,315,0.2208,0.290323,140,952,812,0.1968,0.322581,119,607,488,0.3216,0.516129,107,496,389,0.1584,0.354839,94,149,55,0.3072,0.354839,85,484,399,0.1728,0.290323,70,0.264,0.322581,99.307692,0.229662,0.349876,-1.306808,7.554213,6.092783,1.093371,5061,322.552915
1105,77,436,359,0.1104,0.290323,77,169,92,0.192,0.322581,62,727,665,0.12,0.354839,46,248,202,0.1296,0.387097,86,735,649,0.24,0.322581,95,372,277,0.1728,0.290323,151,609,458,0.1152,0.258065,157,1357,1200,0.2544,0.322581,85,491,406,0.48,0.451613,83,248,165,0.1728,0.290323,101,165,64,0.168,0.322581,93,361,268,0.2016,0.290323,95,0.4368,0.483871,92.923077,0.214892,0.337469,-1.363866,7.620422,6.011829,1.018583,6013,301.787261
1105,100,409,309,0.12,0.258065,110,184,74,0.2496,0.387097,86,591,505,0.3264,0.322581,110,207,97,0.3888,0.516129,101,175,74,0.3024,0.258065,112,289,177,0.4608,0.548387,103,529,426,0.1296,0.258065,109,1121,1012,0.1152,0.193548,104,474,370,0.4848,0.483871,92,301,209,0.1728,0.290323,98,187,89,0.1008,0.258065,60,637,577,0.1104,0.225806,86,0.48,0.516129,97.769231,0.264738,0.347395,-1.340327,7.404115,6.259859,1.061067,5190,338.016793
1105,156,347,191,0.1344,0.290323,77,160,83,0.24,0.354839,70,506,436,0.2688,0.354839,95,169,74,0.4608,0.580645,109,319,210,0.216,0.290323,86,269,183,0.144,0.322581,112,543,431,0.2832,0.258065,117,734,617,0.2208,0.290323,120,381,261,0.3936,0.387097,100,265,165,0.2112,0.290323,86,191,105,0.144,0.258065,108,375,267,0.1392,0.193548,119,0.3072,0.419355,104.230769,0.243323,0.330025,-1.415514,7.379839,6.281211,1.154953,4378,336.827784
1105,115,308,193,0.1728,0.225806,100,182,82,0.2784,0.354839,86,556,470,0.2352,0.290323,93,159,66,0.5328,0.516129,102,785,683,0.24,0.290323,96,511,415,0.1776,0.290323,94,575,481,0.2016,0.354839,91,954,863,0.1344,0.193548,110,515,405,0.3984,0.387097,113,419,306,0.1632,0.258065,102,867,765,0.1632,0.290323,124,355,231,0.1536,0.225806,87,0.3648,0.419355,101,0.247385,0.315136,-1.288437,7.526518,6.120708,0.771691,6273,335.173234
1105,125,481,356,0.1968,0.322581,94,198,104,0.2544,0.322581,62,641,579,0.2304,0.290323,111,192,81,0.3408,0.419355,139,205,66,0.1872,0.290323,104,824,720,0.48,0.516129,133,586,453,0.2208,0.258065,133,765,632,0.1344,0.258065,86,472,386,0.3408,0.483871,117,382,265,0.2448,0.354839,103,166,63,0.2928,0.322581,83,388,305,0.1248,0.290323,110,0.2736,0.451613,107.692308,0.255508,0.352357,-1.157666,7.388552,6.321475,1.015725,5410,315.446876
1105,109,457,348,0.2016,0.290323,103,194,91,0.3936,0.387097,69,511,442,0.2928,0.387097,128,353,225,0.2448,0.483871,101,560,459,0.12,0.290323,112,741,629,0.2832,0.387097,77,684,607,0.2016,0.258065,117,712,595,0.1344,0.322581,105,628,523,0.3552,0.451613,109,471,362,0.2064,0.290323,120,280,160,0.3024,0.451613,114,379,265,0.1296,0.193548,112,0.3648,0.483871,105.846154,0.248492,0.359801,-1.191541,7.010453,6.686591,0.745462,6082,322.850853
1105,93,433,340,0.1488,0.290323,86,557,471,0.3648,0.419355,85,811,726,0.1152,0.290323,111,231,120,0.3888,0.387097,101,203,102,0.1824,0.322581,95,304,209,0.36,0.483871,119,596,477,0.2976,0.322581,125,668,543,0.1536,0.322581,79,335,256,0.408,0.354839,136,328,192,0.2352,0.258065,94,263,169,0.2112,0.290323,114,1244,1130,0.1584,0.258065,121,0.2736,0.419355,104.538462,0.253662,0.33995,-1.624869,7.389186,6.21384,0.93717,6094,325.712781
1105,148,537,389,0.096,0.193548,116,189,73,0.168,0.354839,94,730,636,0.1728,0.322581,101,171,70,0.36,0.516129,110,348,238,0.2448,0.225806,103,1249,1146,0.3504,0.451613,122,782,660,0.168,0.258065,71,760,689,0.2928,0.419355,61,629,568,0.2352,0.354839,109,471,362,0.2208,0.419355,94,205,111,0.1872,0.290323,101,507,406,0.1728,0.354839,96,0.4128,0.483871,102,0.237046,0.35732,-1.069713,5.387898,8.07639,0.844409,6674,323.387251
400,82,555,473,0.1776,0.258065,92,754,662,0.2208,0.387097,107,1085,978,0.2064,0.290323,103,515,412,0.1968,0.322581,124,887,763,0.168,0.290323,82,541,459,0.1728,0.290323,92,646,554,0.168,0.290323,93,1921,1828,0.2112,0.387097,92,789,697,0.1872,0.290323,100,979,879,0.2064,0.354839,95,531,436,0.1968,0.322581,89,434,345,0.216,0.354839,80,0.2544,0.451613,94.692308,0.198646,0.330025,0.512175,1.72112,9.640656,0.494209,9717,339.403954
400,76,789,713,0.1728,0.225806,122,544,422,0.1872,0.322581,101,568,467,0.2112,0.322581,100,547,447,0.2016,0.322581,121,1022,901,0.216,0.322581,84,735,651,0.1872,0.322581,97,809,712,0.1968,0.290323,79,1328,1249,0.2016,0.387097,97,726,629,0.1872,0.290323,84,562,478,0.2208,0.387097,90,529,439,0.2016,0.322581,124,1104,980,0.192,0.354839,81,0.2016,0.258065,96.615385,0.198277,0.317618,0.634636,1.744648,9.629122,0.489941,9344,330.119899
400,114,664,550,0.1872,0.322581,105,508,403,0.2016,0.322581,141,779,638,0.2016,0.322581,87,1631,1544,0.1968,0.354839,104,801,697,0.2064,0.322581,81,991,910,0.1968,0.354839,107,692,585,0.2016,0.322581,97,812,715,0.1968,0.322581,108,541,433,0.1968,0.258065,93,557,464,0.2016,0.290323,77,520,443,0.2016,0.354839,97,500,403,0.2016,0.322581,65,0.2064,0.290323,98.153846,0.199754,0.320099,0.616956,1.763514,9.626797,0.519102,9061,341.41033
400,85,612,527,0.1824,0.258065,90,211,121,0.1776,0.290323,116,428,312,0.1968,0.290323,120,395,275,0.192,0.290323,123,400,277,0.3024,0.419355,118,412,294,0.1968,0.354839,102,637,535,0.1824,0.354839,101,612,511,0.2304,0.354839,94,455,361,0.2208,0.354839,105,420,315,0.192,0.354839,103,399,296,0.2064,0.354839,96,370,274,0.216,0.290323,84,0.2016,0.322581,102.846154,0.207508,0.330025,0.572974,1.728947,9.635879,0.738516,5435,335.468256
400,88,584,496,0.2016,0.290323,89,334,245,0.2448,0.354839,125,1704,1579,0.264,0.451613,87,398,311,0.192,0.322581,115,734,619,0.3024,0.387097,76,836,760,0.1728,0.322581,105,647,542,0.1632,0.225806,92,1352,1260,0.216,0.387097,85,445,360,0.1728,0.290323,86,467,381,0.2352,0.387097,79,429,350,0.2016,0.387097,89,340,251,0.2064,0.290323,65,0.2064,0.354839,90.846154,0.213785,0.342432,0.53439,1.738087,9.636351,0.614576,8335,342.552972
400,84,608,524,0.1968,0.290323,98,347,249,0.24,0.354839,110,1016,906,0.2544,0.419355,88,2094,2006,0.192,0.290323,88,438,350,0.2064,0.322581,99,456,357,0.1824,0.354839,87,541,454,0.1632,0.322581,83,637,554,0.2112,0.354839,91,2201,2110,0.1776,0.290323,74,1393,1319,0.1776,0.290323,75,505,430,0.1872,0.322581,83,397,314,0.1872,0.225806,54,0.1872,0.322581,85.692308,0.197169,0.320099,0.492653,1.707181,9.644029,0.519919,10687,339.049616
400,91,592,501,0.1824,0.290323,109,399,290,0.192,0.258065,174,957,783,0.1248,0.290323,99,486,387,0.2064,0.354839,102,489,387,0.24,0.322581,111,402,291,0.1872,0.290323,94,528,434,0.1728,0.290323,106,660,554,0.1968,0.322581,108,638,530,0.1968,0.451613,115,572,457,0.1824,0.322581,97,556,459,0.2448,0.322581,103,427,324,0.1968,0.322581,95,0.2112,0.354839,108,0.194954,0.322581,0.535714,1.704545,9.642129,0.618751,6801,355.540803
400,93,607,514,0.1872,0.258065,82,459,377,0.2352,0.354839,85,514,429,0.2256,0.322581,92,788,696,0.216,0.419355,104,542,438,0.192,0.322581,80,652,572,0.192,0.322581,88,729,641,0.1776,0.290323,79,622,543,0.1728,0.258065,82,699,617,0.1488,0.258065,99,527,428,0.2016,0.290323,75,562,487,0.1824,0.258065,109,445,336,0.2016,0.322581,71,0.2064,0.290323,87.615385,0.195323,0.305211,0.533262,1.720004,9.639597,0.594148,7217,351.55622
400,82,665,583,0.1776,0.322581,101,404,303,0.2544,0.354839,120,602,482,0.2208,0.387097,89,431,342,0.2208,0.387097,128,486,358,0.2016,0.322581,85,366,281,0.2016,0.322581,86,504,418,0.1824,0.290323,83,709,626,0.1968,0.258065,111,782,671,0.1872,0.290323,103,566,463,0.2304,0.419355,87,547,460,0.1728,0.225806,105,507,402,0.2016,0.290323,85,0.2256,0.419355,97.307692,0.205662,0.330025,0.665197,1.715388,9.632288,0.608874,6654,339.513411
400,85,593,508,0.192,0.290323,122,403,281,0.2256,0.322581,112,516,404,0.2448,0.354839,94,501,407,0.2064,0.354839,106,604,498,0.2016,0.354839,87,584,497,0.1824,0.322581,84,692,608,0.1824,0.258065,94,677,583,0.2256,0.322581,98,490,392,0.1728,0.290323,94,502,408,0.2112,0.387097,115,518,403,0.1728,0.258065,95,423,328,0.2064,0.354839,82,0.24,0.387097,97.538462,0.204923,0.327543,0.562741,1.733632,9.635442,0.629589,6585,345.146072
400,84,552,468,0.1824,0.258065,104,358,254,0.2016,0.290323,113,480,367,0.2064,0.290323,105,458,353,0.2064,0.387097,93,419,326,0.1968,0.258065,98,403,305,0.1776,0.290323,97,486,389,0.1728,0.225806,96,611,515,0.2112,0.354839,95,489,394,0.1872,0.290323,87,447,360,0.2112,0.387097,96,479,383,0.2016,0.258065,92,388,296,0.1968,0.258065,73,0.216,0.419355,94.846154,0.197538,0.305211,0.543587,1.710427,9.640875,0.724367,5643,337.559085
400,93,533,440,0.192,0.290323,99,308,209,0.1968,0.322581,102,472,370,0.2256,0.290323,97,440,343,0.2112,0.387097,92,394,302,0.2256,0.387097,113,430,317,0.1872,0.354839,84,503,419,0.168,0.225806,84,789,705,0.2256,0.354839,96,504,408,0.1872,0.354839,95,798,703,0.192,0.290323,93,531,438,0.1872,0.290323,109,377,268,0.1968,0.258065,81,0.264,0.419355,95.230769,0.204554,0.325062,0.532503,1.706099,9.641807,0.648473,6160,333.193618
400,72,644,572,0.1824,0.290323,101,389,288,0.1968,0.322581,95,1519,1424,0.1872,0.290323,73,412,339,0.1872,0.354839,87,659,572,0.2112,0.322581,74,1396,1322,0.1824,0.322581,64,577,513,0.1872,0.290323,80,570,490,0.1968,0.322581,77,657,580,0.168,0.225806,85,489,404,0.2112,0.354839,65,492,427,0.1968,0.354839,101,393,292,0.1968,0.290323,88,0.2112,0.387097,81.692308,0.193477,0.317618,0.686284,1.735969,9.626993,0.584099,8285,351.035245
400,84,488,404,0.1872,0.258065,107,246,139,0.2112,0.354839,108,455,347,0.3024,0.483871,93,601,508,0.2256,0.354839,98,1065,967,0.2112,0.322581,74,1136,1062,0.192,0.290323,90,578,488,0.1632,0.322581,74,907,833,0.192,0.258065,100,409,309,0.192,0.225806,98,432,334,0.216,0.387097,87,480,393,0.2208,0.354839,93,337,244,0.2016,0.290323,54,0.2208,0.354839,89.230769,0.210462,0.327543,0.66225,1.698698,9.635281,0.651157,7188,329.186524
400,74,712,638,0.1824,0.290323,101,325,224,0.1872,0.290323,103,469,366,0.2112,0.322581,85,348,263,0.2016,0.290323,105,342,237,0.2016,0.290323,111,387,276,0.1968,0.290323,101,473,372,0.1728,0.225806,93,630,537,0.2016,0.354839,90,460,370,0.2016,0.322581,92,429,337,0.2112,0.322581,81,481,400,0.2256,0.322581,88,338,250,0.2064,0.322581,78,0.1968,0.322581,92.461538,0.199754,0.305211,0.718894,1.716677,9.628201,0.725845,5472,341.290673
400,83,571,488,0.1776,0.258065,117,331,214,0.3024,0.419355,111,582,471,0.2544,0.354839,82,555,473,0.1872,0.258065,104,429,325,0.1872,0.354839,69,860,791,0.1776,0.354839,81,648,567,0.1536,0.258065,80,542,462,0.1968,0.387097,74,474,400,0.1824,0.387097,96,711,615,0.2112,0.322581,74,442,368,0.1824,0.322581,100,357,257,0.192,0.225806,78,0.2016,0.290323,88.384615,0.200492,0.322581,0.772026,1.746144,9.618774,0.640627,6580,353.343652
400,92,612,520,0.1824,0.290323,124,452,328,0.2064,0.354839,111,515,404,0.2304,0.354839,104,413,309,0.1968,0.419355,105,529,424,0.2112,0.387097,95,566,471,0.1968,0.322581,73,469,396,0.168,0.290323,81,762,681,0.2352,0.354839,91,622,531,0.2064,0.290323,95,482,387,0.2304,0.419355,79,441,362,0.2016,0.387097,95,372,277,0.2016,0.290323,67,0.1872,0.354839,93.230769,0.204185,0.347395,0.748683,1.734933,9.622596,0.658414,6302,351.426966
400,65,682,617,0.168,0.322581,129,358,229,0.1968,0.290323,116,540,424,0.2112,0.387097,108,568,460,0.192,0.290323,121,477,356,0.2016,0.322581,97,553,456,0.1824,0.322581,77,564,487,0.1776,0.258065,96,618,522,0.2112,0.290323,66,413,347,0.1824,0.290323,108,461,353,0.1968,0.354839,89,420,331,0.1968,0.322581,123,357,234,0.2016,0.322581,67,0.1968,0.354839,97.076923,0.193477,0.317618,0.725754,1.734887,9.624507,0.677268,6078,349.553549
400,91,510,419,0.192,0.290323,98,370,272,0.2256,0.322581,84,549,465,0.2736,0.387097,82,388,306,0.1968,0.258065,111,469,358,0.2112,0.354839,108,2019,1911,0.1968,0.354839,92,568,476,0.1776,0.258065,69,1474,1405,0.2016,0.290323,93,619,526,0.2304,0.322581,110,479,369,0.2304,0.322581,92,495,403,0.2352,0.419355,89,329,240,0.2016,0.322581,61,0.2064,0.290323,90.769231,0.213785,0.322581,0.739129,1.750564,9.620581,0.62138,8330,341.192747
400,54,611,557,0.1488,0.258065,72,277,205,0.1344,0.193548,99,446,347,0.1248,0.258065,81,638,557,0.1632,0.322581,102,380,278,0.1632,0.290323,87,454,367,0.1392,0.258065,95,775,680,0.1344,0.258065,67,2014,1947,0.1728,0.322581,74,428,354,0.1248,0.258065,99,571,472,0.1968,0.290323,73,478,405,0.1104,0.258065,124,1558,1434,0.3024,0.645161,91,0.144,0.322581,86,0.1584,0.30273,-1.431767,5.846652,7.735666,0.591888,8721,342.598288
400,61,679,618,0.1488,0.258065,81,322,241,0.1296,0.290323,90,444,354,0.1104,0.225806,86,522,436,0.1728,0.354839,101,401,300,0.1728,0.354839,88,385,297,0.1536,0.322581,65,616,551,0.144,0.258065,84,711,627,0.1632,0.322581,56,618,562,0.1104,0.225806,83,508,425,0.1584,0.290323,76,476,400,0.1248,0.322581,86,379,293,0.1584,0.258065,80,0.1536,0.290323,79.769231,0.146215,0.290323,-1.667953,5.712128,7.793978,0.672418,6141,331.280115
400,76,638,562,0.1488,0.193548,73,261,188,0.12,0.258065,71,514,443,0.1104,0.258065,72,452,380,0.1344,0.258065,80,392,312,0.1584,0.354839,60,437,377,0.1152,0.290323,66,634,568,0.12,0.225806,71,629,558,0.1488,0.290323,72,586,514,0.096,0.225806,68,524,456,0.1488,0.225806,54,499,445,0.0912,0.258065,64,360,296,0.1536,0.225806,74,0.168,0.354839,69.307692,0.131815,0.263027,-1.609329,6.04445,7.548791,0.663026,6000,341.487191
400,57,488,431,0.1536,0.225806,77,280,203,0.1248,0.322581,76,435,359,0.1296,0.258065,69,395,326,0.144,0.290323,88,381,293,0.168,0.322581,100,370,270,0.1152,0.322581,68,661,593,0.1296,0.258065,102,647,545,0.1776,0.354839,43,673,630,0.0816,0.290323,71,690,619,0.1584,0.258065,75,514,439,0.1008,0.193548,107,411,304,0.1632,0.322581,71,0.1536,0.322581,77.230769,0.138462,0.287841,-1.901618,5.979392,7.534541,0.664994,6016,350.542284
400,62,714,652,0.1344,0.225806,83,612,529,0.12,0.290323,60,605,545,0.1152,0.290323,87,504,417,0.144,0.225806,94,400,306,0.168,0.290323,93,423,330,0.1152,0.290323,80,668,588,0.1248,0.258065,86,643,557,0.1536,0.290323,69,484,415,0.0864,0.258065,81,515,434,0.1632,0.322581,71,512,441,0.0912,0.225806,82,458,376,0.168,0.290323,73,0.144,0.290323,78.538462,0.132923,0.272953,-1.958169,5.913644,7.571985,0.633513,6611,347.178784
400,21,874,853,0.0384,0.16129,84,289,205,0.1248,0.290323,75,670,595,0.1056,0.290323,74,486,412,0.1488,0.322581,83,428,345,0.1584,0.290323,72,521,449,0.1296,0.290323,57,775,718,0.1296,0.290323,74,705,631,0.1728,0.290323,55,616,561,0.1296,0.322581,90,622,532,0.1632,0.322581,71,670,599,0.1344,0.290323,105,519,414,0.168,0.258065,91,0.192,0.354839,73.230769,0.138092,0.290323,-1.909077,5.660837,7.775653,0.539905,7266,339.064656
400,93,710,617,0.1536,0.290323,81,259,178,0.1392,0.290323,80,560,480,0.1344,0.290323,98,552,454,0.1584,0.290323,85,618,533,0.1776,0.290323,53,1018,965,0.1392,0.258065,70,1135,1065,0.1344,0.193548,83,684,601,0.1632,0.258065,57,576,519,0.1344,0.258065,83,578,495,0.168,0.290323,94,619,525,0.1536,0.290323,81,515,434,0.168,0.290323,63,0.192,0.354839,78.538462,0.155077,0.280397,-1.927885,5.613885,7.804683,0.532338,7887,332.866396
400,79,723,644,0.1584,0.258065,74,197,123,0.1632,0.258065,106,504,398,0.1728,0.290323,101,417,316,0.1632,0.290323,95,456,361,0.1776,0.290323,75,1953,1878,0.168,0.290323,62,673,611,0.12,0.225806,64,656,592,0.1584,0.290323,90,552,462,0.1632,0.290323,101,622,521,0.2016,0.354839,74,621,547,0.168,0.290323,86,514,428,0.168,0.290323,56,0.1584,0.290323,81.769231,0.164677,0.28536,-1.273554,5.543475,7.985227,0.553393,7944,350.669542
400,59,692,633,0.1488,0.258065,87,336,249,0.1536,0.322581,75,460,385,0.192,0.354839,90,428,338,0.168,0.290323,130,464,334,0.1632,0.258065,82,464,382,0.1632,0.290323,78,659,581,0.144,0.258065,90,606,516,0.1632,0.290323,82,511,429,0.144,0.225806,89,669,580,0.1776,0.322581,80,609,529,0.1536,0.225806,81,477,396,0.1776,0.290323,82,0.2304,0.322581,85,0.167631,0.28536,-1.804779,5.557103,7.875059,0.613832,6457,360.990686
400,65,670,605,0.1728,0.290323,73,345,272,0.1728,0.290323,73,525,452,0.1776,0.322581,75,597,522,0.1968,0.290323,86,459,373,0.1824,0.290323,66,1236,1170,0.1632,0.290323,76,651,575,0.1296,0.258065,66,640,574,0.1776,0.322581,72,853,781,0.144,0.225806,57,656,599,0.168,0.290323,78,621,543,0.1632,0.258065,73,458,385,0.1728,0.258065,60,0.2016,0.322581,70.769231,0.170954,0.28536,-1.695406,5.770475,7.743078,0.538969,7771,355.062457
400,77,686,609,0.1488,0.258065,120,515,395,0.1488,0.322581,72,482,410,0.1392,0.258065,83,426,343,0.1824,0.322581,100,401,301,0.1728,0.290323,89,465,376,0.1632,0.290323,81,618,537,0.1584,0.258065,74,562,488,0.1728,0.322581,82,692,610,0.1488,0.290323,70,566,496,0.1632,0.258065,75,552,477,0.1872,0.354839,89,413,324,0.1824,0.290323,75,0.1824,0.290323,83.615385,0.165415,0.292804,-1.752648,5.846675,7.673083,0.634822,6453,349.209996
400,68,728,660,0.144,0.290323,81,234,153,0.1632,0.258065,88,467,379,0.1776,0.290323,88,450,362,0.192,0.322581,88,417,329,0.1824,0.290323,86,751,665,0.168,0.322581,83,549,466,0.1488,0.225806,64,748,684,0.1728,0.322581,68,567,499,0.168,0.387097,75,536,461,0.1776,0.322581,75,575,500,0.1824,0.322581,90,488,398,0.192,0.290323,63,0.1728,0.290323,78.230769,0.172431,0.30273,-1.406881,5.86576,7.730095,0.605186,6573,343.469273
400,60,591,531,0.144,0.258065,89,289,200,0.1488,0.290323,72,446,374,0.168,0.354839,88,431,343,0.1776,0.322581,92,465,373,0.1872,0.322581,68,1574,1506,0.1584,0.290323,87,930,843,0.1536,0.290323,77,641,564,0.168,0.322581,62,722,660,0.144,0.225806,75,695,620,0.1776,0.322581,64,577,513,0.1344,0.225806,96,418,322,0.1728,0.290323,74,0.2016,0.387097,77.230769,0.164308,0.300248,-1.432999,5.743287,7.817794,0.565012,7853,358.235144
400,44,587,543,0.1152,0.225806,81,214,133,0.1872,0.290323,97,440,343,0.2256,0.354839,75,488,413,0.1824,0.322581,74,433,359,0.1872,0.290323,60,599,539,0.1536,0.322581,67,537,470,0.1584,0.322581,73,592,519,0.192,0.322581,50,497,447,0.1536,0.290323,67,516,449,0.1872,0.354839,63,515,452,0.1728,0.258065,62,434,372,0.1824,0.290323,55,0.1824,0.290323,66.769231,0.175385,0.30273,-1.17568,5.593569,7.968306,0.668568,5907,334.180413
400,65,599,534,0.1824,0.258065,78,365,287,0.1824,0.322581,77,466,389,0.1488,0.354839,95,550,455,0.2016,0.322581,73,480,407,0.1872,0.354839,71,484,413,0.1776,0.322581,71,558,487,0.1584,0.225806,78,601,523,0.1968,0.290323,81,484,403,0.1536,0.322581,100,532,432,0.1776,0.322581,68,510,442,0.144,0.225806,98,400,302,0.1872,0.290323,79,0.2064,0.322581,79.538462,0.177231,0.30273,-1.020459,5.58428,7.995908,0.656541,6108,340.061985
400,62,662,600,0.1536,0.290323,83,201,118,0.144,0.290323,98,528,430,0.1584,0.354839,74,435,361,0.1728,0.290323,83,435,352,0.1776,0.322581,73,466,393,0.1584,0.290323,63,605,542,0.1632,0.290323,93,987,894,0.1728,0.290323,64,731,667,0.144,0.290323,81,626,545,0.1824,0.322581,83,565,482,0.1584,0.290323,68,469,401,0.1968,0.290323,69,0.216,0.354839,76.461538,0.169108,0.305211,-1.024431,5.660653,7.941924,0.595984,6779,359.25639
400,70,578,508,0.168,0.322581,95,271,176,0.1632,0.322581,103,440,337,0.1536,0.322581,99,399,300,0.216,0.387097,97,469,372,0.192,0.290323,71,752,681,0.1632,0.290323,83,571,488,0.1488,0.290323,86,703,617,0.1632,0.258065,66,796,730,0.1248,0.258065,87,557,470,0.1824,0.354839,84,520,436,0.1632,0.290323,91,422,331,0.1776,0.290323,71,0.1872,0.419355,84.846154,0.169477,0.315136,-0.961249,5.563031,8.018389,0.624382,6549,332.174219
400,73,794,721,0.1536,0.258065,79,336,257,0.1728,0.322581,81,498,417,0.1728,0.290323,82,659,577,0.2016,0.322581,101,487,386,0.1968,0.322581,76,819,743,0.168,0.322581,92,816,724,0.1488,0.258065,81,633,552,0.1824,0.322581,60,562,502,0.144,0.290323,83,525,442,0.1728,0.290323,91,553,462,0.1488,0.322581,95,427,332,0.1872,0.290323,70,0.1824,0.322581,81.846154,0.171692,0.30273,-0.825056,5.631266,7.985722,0.571255,7179,338.76748
